domain,tld,status,description,ollama_country,final_country,processed_at,company_name,date,source,location
rrsfoodservice.com,com,breached,"www.rrsfoodservice.com 201 Haley Rd, Ashland, Virginia, 23005, United States 25.94 GB Description RRS Foodservice has all of the products you need to successfully operate your Quick Serve Restaurant, Deli, or Convenience Store. We can supply you with the best products to accommodate fast service, as well as a full line of take out supplies to keep your customers on the go. Benefits of RRS Foodservice: We can accommodate all of your menu needs, including paper supplies, chemicals, and produce We offer online ordering for your convenience In addition to your sales consultant, we have a helpful inside sales support team Free rebate tracking and reporting",United States,United States,2025-10-21T10:02:19.544360,RRS Foodservice,2025-04-23,,
condista.com,com,breached,Condista specializes in Spanish language pay TV and caters to the U.S. Hispanic and Latin American markets. They offer a diverse portfolio that includes traditi...,unknown,Unknown,2025-10-21T10:02:20.097299,Condista,2025-04-18,,
precisiontextiles.com,com,breached,"Founded in 1987, Totowa, New Jersey-based Precision Textiles is a global supplier of coated fabrics, nonwovens and laminates for companies in the mattress, home...",United States,United States,2025-10-21T10:02:20.623481,Precision Textiles,2025-04-18,,
millercaggiano.com,com,breached,"Miller Caggiano & Kaplan, LLP. is a law firm that was created out of a deep-rooted desire to assist the injured and disabled worker with the sometimes frustrati...",unknown,Unknown,2025-10-21T10:02:21.206641,Miller & Caggiano,2025-04-18,,
servicetradespa.com,com,breached,Service Trade SpA is a company that operates in the Consumer Electronics & Computers Retail industry. It employs 50to99 people and has 5Mto10M of revenue. The c...,unknown,Unknown,2025-10-21T10:02:21.688255,Service Trade SpA,2025-04-18,,
harrissteel.com,com,breached,"Harris Steel Company is a steel slitting and processing manufacturer that has been operating since 1950, focusing on building long-term relationships with custo...",unknown,Unknown,2025-10-21T10:02:22.276930,Harris Steel,2025-04-18,,
ossmanconsultantslimited.com,com,breached,Ossman Consultants Limited is one of London's leading accountancy firms. We are an established company with over 20 years experience in the industry. We are b...,United Kingdom,United Kingdom,2025-10-21T10:02:22.821720,Ossman Consultants Limited,2025-04-18,,
kraftkisarna.com,com,breached,"We at KraftKisarna mainly carry out electrical control and fire alarm installations, and maintain railways and train stations around Sweden. We also carry out ...",Sweden,Sweden,2025-10-21T10:02:23.369109,KraftKisarna,2025-04-18,,
pryormorrow.com,com,breached,"Pryor Morrow is a firm specializing in architecture, engineering, and interior design, focused on serving schools, governments, and recreational facilities. Wit...",unknown,Unknown,2025-10-21T10:02:23.956361,Pryor Morrow,2025-04-18,,
pratthomes.com,com,breached,"Check out the videos below to learn more about our home selection, design, and building processes. Our company has always been a family affair ever since Uncle ...",unknown,Unknown,2025-10-21T10:02:24.457622,Pratt Homes,2025-04-18,,
setpointsystems.com,com,breached,"Setpoint Systems is a lean automation integration firm providing engineering, design, build, and controls experts for turn key custom automated solutions using ...",unknown,Unknown,2025-10-21T10:02:25.069097,Setpoint Systems,2025-04-18,,
irisid.com,com,breached,"Iris ID Systems develops, markets, sells, and distributes iris recognition technology products worldwide. The company also offers access control, time and atten...",unknown,Unknown,2025-10-21T10:02:25.664934,Iris ID,2025-04-18,,
cityofgrove.com,com,breached,City of Grove is a company that operates in the Government industry. It employs 10to19 people and has 500Kto1M of revenue. The company is headquartered in Grove...,unknown,Unknown,2025-10-21T10:02:26.223565,City of Grove,2025-04-18,,
coultertateoka.com,com,breached,"www.dac-law.com 11576 S State St Ste 503, Draper, Utah, 84020, United States 103.44 GB Description Coulter Tateoka Attorneys At Law is a law firm based in Draper, Utah, specializing in Business and Real Estate law. They offer a wide range of legal services to individuals and small businesses across Utah and the West, including estate planning and personal injury assistance. The firm is dedicated to providing personalized service to meet the legal needs of their clients and to assist in both preventive and dispute resolution strategies. With a focus on cost-effective solutions, their experienced attorneys aim to achieve the best outcomes for their clients.",United States,United States,2025-10-21T10:02:26.837973,Coulter & Tateoka,2025-04-08,,
moncaro.com,com,breached,"www.moncaro.com Via Madonna del Piano, 7/a, 60036 Montecarotto AN, Italy 193.5 GB Description Moncaro is comfortably established in its territory thanks to its agriculturalists and its vineyards. The company plays an important role in the development of economic activities linked to tradition and land, such as viniculture. Committed to the research and conservation of the biodiversity of the many micro-environments of Le Marche region, Moncaro is a fundamental custodian of the memory of this land, a contributor to the maintenance of the economic and social structures and, consequently, of the landscape. Projects conducted by Moncaro, in collaboration with various universities, have led to the selection of local yeasts and to the identification, study and replanting of clones of early Verdicchio vines planted in these hills in bygone times. Moncaro also provides ongoing support to associations and initiatives connected to the culture and history of the territory.",Italy,Italy,2025-10-21T10:02:27.645953,Moncaro,2025-04-06,,
dtsservices.com,com,breached,"www.dtsservices.uk UK, London, St Dts, 112 2.13 GB Description Car repair, car service, sales and etc.",United Kingdom,United Kingdom,2025-10-21T10:02:28.216116,DTS -services,2025-04-06,,
yadeagroupholdingsltd.com,com,breached,"www.yadea.com 31/F, Tower Two, Times Square, 1 Matheson Street, Causeway Bay, Hong Kong 1.1 TB Description Stock Code 1585 for Hong Kong Exchanges. One of the leaders in the production of electric bicycles and electric motorcycles in China. Yadea Group Holdings Ltd is an investment holding company principally engaged in the production and sales of electric two-wheelers and related accessories. The Company operates two segments. Electric Two-wheeled Vehicles and Related Accessories segment is principally engaged in the research and development, manufacturing and sales of electric two-wheeled vehicles and related accessories. Batteries segment is mainly engaged in the production and sales of batteries. The Company's products include Guanneng series, three-wheel series, motorcycle series, scooter series, classic series, and others. The Company's products are exported to other countries in Southeast Asia, including the Philippines, Thailand, Malaysia, Laos, and others.",Hong Kong,Hong Kong,2025-10-21T10:02:29.104798,Yadea Group Holdings Ltd,2025-04-06,,
colemanmaterials.com,com,breached,"www.colemanmaterials.com 3702 W Dora Ave, Wichita, Kansas, 67213, United States 134.93 GB Description Coleman Materials is a concrete materials supplier that aims to redefine the expectations of contractors regarding such suppliers. They offer a wide range of products, including rebar, masonry, thermal moisture, and construction products. Their commitment to hard work and fast delivery helps ensure they meet every promise made to their clients. They primarily serve contractors in the construction industry, providing innovative solutions and reliable materials",United States,United States,2025-10-21T10:02:29.753345,Colemanmaterials,2025-04-06,,
architekturbuerohellerde.com,com,breached,"www.architekturbuero-heller.de Am Stadthafen 16 17235 Neustrelitz Tel: 03981-23 85 75 Fax: 03981-238577 96.27 GB Description Our buildings differ not only in their appearance or location, but above all in the individual needs and ideas of our clients. In order to meet the high standards of this maxim, it is not just a matter of combining current forms or reflecting a trendy style. We do not pick up on fads, but design buildings that reflect the individuality of their users and enhance their quality of life on a daily basis.",Germany,Germany,2025-10-21T10:02:30.350677,architekturbuero-heller.de,2025-04-06,,
thaonlesvosges.com,com,breached,"www.thaonlesvosges.fr 6 avenue des Fusillés 88150 Thaon-les-Vosges, France 9.15 GB Description Municipality of the commune of Thaon-les-Vosges",France,France,2025-10-21T10:02:30.841114,Thaon-les-Vosges,2025-04-06,,
philsmithautomotivegroup.com,com,breached,"www.philsmithauto.com 4250 N Federal Hwy, Lighthouse Point, Florida, United States 358.43 GB Description Phil Smith Automotive Group, headquartered in Lighthouse Point, Florida, is a dealership that sells and services Acura, Kia, Dodge, Jeep, Subaru, Chevrolet, Chrysler, Toyota, Mercedes-Benz, Ford, Lincoln, Hyundai, Nissan, and Ram vehicles.",United States,United States,2025-10-21T10:02:31.451114,Phil Smith Automotive Group,2025-04-06,,
atlantaplasticreconstructivespecialists.com,com,breached,"www.atlplasticsurgeon.com 5673 Peachtree Dunwoody Rd Ste 870, Atlanta, Georgia, United States 83.43 GB Description Atlanta Plastic & Reconstructive Specialists offers a team of board-certified plastic surgeons to serve you. All of our doctors have years of education and experience! In case that wasn't enough, Atlanta Plastic & Reconstructive Specialists offers the only triple board-certified plastic surgeon in the United States. You are a person, not a procedure! At Atlanta Plastic & Reconstructive Specialists, the doctors take the time to get to know the clients and fully understand their goals for cosmetic surgery. A person's happiness comes first, that is why you'll never be rushed through haphazardly at Atlanta Plastic & Reconstructive Specialists. Atlanta Plastic & Reconstructive Specialists is dedicated to safety. They use only the finest materials and modern techniques to ensure you the highest quality as well as top-notch safety. To ensure further safety for their clients, Atlanta Plastic & Reconstructive Specialists office is located in the medical office building of St. Joseph's Hospital",United States,United States,2025-10-21T10:02:32.243140,Atlanta Plastic & Reconstructive Specialists,2025-04-06,,
talleymetalfabrication.com,com,breached,"www.jtalleycorp.com 989 W 7th St, San Jacinto, California, 92582, United States 34.27 GB Description Talley Metal Fabrication, located in Southern California, specializes in high-quality structural steel, ornamental iron, electric gates, and custom metal fabrication. Since 1962, the company has been a leader in iron fabrication, providing premier craftsmanship and reliable results. Their offerings include customizable electric gates and a strong commitment to quality in ornamental iron products. Talley Metal Fabrication serves clients looking for high-quality metal solutions in various industries.",United States,United States,2025-10-21T10:02:32.841992,Talley Metal Fabrication,2025-04-06,,
southernavionics.com,com,breached,"www.southernavionics.com 5055 Belmont St, Beaumont, Texas, 77707, United States 98.79 GB Description Southern Avionics specializes in marine and aviation navigation aids, including Non-Directional Beacon (NDB) production and support, serving a variety of operational needs worldwide. Their product lineup includes NDB transmitters, DGPS systems, antenna tuning units, and a range of accessories tailored for both industrial, civil, and military applications. The company also provides extensive services such as technical support, equipment training, field engineering, and onsite assistance for NDB and DGPS systems. With over six decades of experience in the industry, Southern Avionics continues to enhance their products to ensure safe and reliable navigation solutions.",United States,United States,2025-10-21T10:02:33.544677,Southern Avionics,2025-04-06,,
industrialdynamics.com,com,breached,"www.industrialdynamics.com 405 Gordon Dr, Exton, Pennsylvania, 19341, United States 57.84 GB Description Industrial Dynamics Co specializes in flow measurement and management products, offering liquid flowmeters, totalizers, valves, filters, and customized systems for various industrial applications. With over 40 years of experience, the company serves a wide range of sectors including chemical, food and beverage, and pharmaceuticals. They provide not only products but also application assistance and control systems tailored to meet specific customer needs. Industrial Dynamics Co represents multiple leading manufacturers, ensuring a comprehensive inventory and repair support.",United States,United States,2025-10-21T10:02:34.191013,Industrial Dynamics,2025-04-06,,
dermatologysolutions.com,com,breached,"www.dermatologysolutions.com 14071 Metropolis Ave, Fort Myers, Florida, 3391 United States 78.38 GB Description At Dermatology Solutions, we provide the highest quality dermatology care, aesthetic and cosmetic dermatology, and now Mohs surgery to the community of Fort Myers, Florida and surrounding areas. Our office specializes in skin care to help you attain healthy and beautiful skin. Whether you are seeking medical care for a problematic skin condition or you simply want to preserve and enhance your skin's youthful glow, our team of medical professionals is committed to providing you with exceptional care for your skin care needs",United States,United States,2025-10-21T10:02:34.866635,Dermatology Solutions,2025-04-06,,
nationalelectronictransitnet.com,com,breached,"www.net-move.com 230 Clay Ave, Lyndhurst, NJ 07071, USA +1 201-939-6500 78.79 GB Description Located in Lyndhurst, NJ, National Electronic Transit (N.E.T) specializes in high-value specialized delivery and print production logistics",USA,USA,2025-10-21T10:02:35.436404,National Electronic Transit (N.E.T),2025-04-06,,
altara.com,com,breached,"www.altara.com 3430 American River Drive, Suite 200 Sacramento, CA 95864 US Contact: Gregory Kaeser (877) 374-4377 x3712 99.17 GB Description Altara is a global Microsoft Dynamics Gold Certified partner recognized for providing outstanding ERP & CRM implementations and Microsoft expertise. Our relentless pursuit of customer satisfaction and ability to implement customer specific solutions backed with unparalleled support places us in the top Microsoft Dynamics partners worldwide. What makes Altara a leading Microsoft® Dynamics provider also makes us a valuable partner in furthering the success of our clients’ businesses.",US,US,2025-10-21T10:02:36.004986,Altara,2025-04-06,,
iaccholdings.com,com,breached,"www.iacc.holdings Plot (45b) 4th Floor, North 90 Street, 5th Settlement, New Cairo, Egypt, 11835 27.75 GB Description IACC Holdings is a privately owned investment company with a focus on shipping and logistics. Our origins trace back to 1979, when industry pioneer Mostafa El Ahwal founded International Associated Cargo Carrier (IACC). Decades of being at the forefront of the Egyptian and regional markets, has poised IACC Holdings to take a leadership role in investing in, and developing the regional and global supply chain.",Egypt,Egypt,2025-10-21T10:02:36.640349,IACC Holdings,2025-04-06,,
texlaenergymanagement.com,com,breached,"www.texlaenergy.com 1100 Louisiana St Ste 4700, Houston, Texas, 770. 9.64 GB Description Texla Energy Management, Inc. is a privately-held energy marketing company based out of Houston, Texas",United States,United States,2025-10-21T10:02:37.189371,Texla Energy Management,2025-04-06,,
mamonadls.com,com,breached,"On March 19th, DragonForce breached and defaced Mamona's DLS after security researchers exposed the clear web IP address of the server. Mamona's DLS: owt3kwkxod2pvxlv3uljzskfhebhrhoedrh5gqrxyyd6rrco4frzj5ad.onion",unknown,Unknown,2025-10-21T10:02:38.287216,Mamona DLS,2025-03-20,,
northamericanspares.com,com,breached,"North American Spares provides strategic turn-key solutions for military aircraft maintenance, offering services that go beyond parts supply.",unknown,Unknown,2025-10-21T10:02:38.759498,North American Spares,2025-03-10,,
gsfloordesigns.com,com,breached,"For over 25 years, G.S. Floor Designs, Inc has served Chicagoland with outstanding service and a drive to perfection. Beginning his professional career as a car...",unknown,Unknown,2025-10-21T10:02:39.412578,GS Floor Designs,2025-03-10,,
cotswoldfayre.com,com,breached,Cotswold Fayre was started by Paul Hargreaves in the Early Nineties originally as the wholesale distribution arm of a number of small Cotswold based companies. ...,United Kingdom,United Kingdom,2025-10-21T10:02:39.965482,Cotswold Fayre,2025-03-10,,
vercoeinsurancebrokers.com,com,breached,Vercoe Insurance Brokers have been the preferred insurance brokers for Calley Building since 2008. They came to us highly recommended by family members who had ...,United Kingdom,United Kingdom,2025-10-21T10:02:40.564300,Vercoe Insurance Brokers,2025-03-10,,
steeldynamicsuk.com,com,breached,Steel Dynamics are one of the leading steel stockholders and Processors in the UK. Offering a wide range of stainless steel in a variety of grades our customer ...,United Kingdom,United Kingdom,2025-10-21T10:02:41.096528,Steel Dynamics UK,2025-03-10,,
eleetwoodworking.com,com,breached,E. Leet Woodworking custom designs and fabricates unique and high-quality wood products for businesses using precise CNC woodworking technology. Their services ...,unknown,Unknown,2025-10-21T10:02:41.631614,E Leet Woodworking,2025-03-10,,
albawani.com,com,breached,"www.albawani.net Prince Sultan Street, Olaya, Riyadh, Saudi Arabia 6.96 TB Description Al Bawani, headquartered in Riyadh, Saudi Arabia, is a construction company specializing in housing complexes, industrial & commercial buildings, hospitals, educational institutions, and more",Saudi Arabia,Saudi Arabia,2025-10-21T10:02:42.263974,Al Bawani,2025-02-22,,
tristrameuropean.com,com,breached,"tristrameuropean.co.nz 3 Hillside Road, Wairau Valley, Auckland 0627, New Zealand 33.73 GB Description Tristram European is a group of privately-owned Volkswagen, SKODA and MG dealerships located on Auckland's North Shore and West Auckland. Our main goal is to provide the best possible service and help you find exactly what you're looking for. Whether you're after something fun or convenient we can help you out. The search starts right here on our website, which is why we have provided a number of tools to help you get started. Our services at Tristram will continue long after you have purchased one of our new or used vehicles. Our service department will take care of any and all of your maintenance and repair needs. They can also answer questions about parts and give honest estimates on cost and time. Whatever your automotive needs may be, we can help you out.",New Zealand,New Zealand,2025-10-21T10:02:42.987382,Tristram European,2025-02-22,,
osassociates.com,com,breached,"O&S Associates www.oandsassociates.com 145 Main St, Hackensack, New Jersey, 07601 388.24 GB Founded in 1996, O&S Associates is a national full service multi-disciplined Architectural, Engineering and Planning firm. The firm is headquartered in Hackensa",United States,United States,2025-10-21T10:02:43.474123,O&S Associates,2025-02-11,,
accelerator.com,com,breached,"Accelerator www.accelerator.no 81 Lahaugmoveien, Skjetten, Akershus, 2013 1020.98 MB Accelerator AS is a 100% Norwegian, owner-lead logistics provider with broad competence in the field of Third Party Logistics (3PL).",Norway,Norway,2025-10-21T10:02:44.026660,Accelerator,2025-02-11,,
farrarcorporation.com,com,breached,"www.farrarusa.com 301 Levee Drive Manhattan, KS 66502 69.83 GB Description Farrar Corporation is a leading supplier of ductile iron castings and quality machined components. With over 90 years of quality American manufacturing behind us, we deliver innovative ISO-certified results in pattern design, heat treating, CNC machining and assembly services.",USA,USA,2025-10-21T10:02:44.589798,Farrar Corporation,2025-01-31,,
usglobecorp.com,com,breached,"www.usglobecorp.com 2115 Jericho Turnpike Garden City Park, NY 11040 7.3 GB Description Offering over 5,000 toner cartridges and imaging supplies from over 30 top manufacturers, repair service for computers, laptops, printers, copiers, fax machines, scanners, shredders and typewriters.",United States,United States,2025-10-21T10:02:45.178142,USGlobeCorp,2025-01-31,,
katsjamisonassociates.com,com,breached,"www.mkats.com 1 Bustleton Pike, Feasterville Trevose 4.9 GB Description Kats Jamison and Associates is a law firm serving Southeastern PA, NJ, and more, specializing in personal injury cases such as car accidents, motorcycle accidents, slip and falls, medical malpractice, and criminal defense. The firm prides itself on its track record of multi-million dollar settlements and verdicts, representing clients with humanity, humility, and honor, regardless of case size.",United States,United States,2025-10-21T10:02:45.828428,"Kats, Jamison & Associates",2025-01-31,,
scpbuildingproducts.com,com,breached,"scp-bp.co.uk Babbage Rd, Totnes, Devon, TQ9 5JA 32.27 GB Description SCP started in 1981 as a humble trading post for fixings and plastics aimed at the local window fitting trade. Since the sister company Southfield Windows was resident in the same building, this made a lot of sense as there was always regular trade from the small army of window fitters that descended on the building each morning to stock up for the days fitting. As this continued, and word got round the local trades, the business enjoyed healthy growth through a rapidly increasing customer base. This gave us the ability to expand ranges, strengthen buying power and build relationships with suppliers, many of which are still alive and strong today and are the backbone of our business.",United Kingdom,United Kingdom,2025-10-21T10:02:46.565185,SCP Building Products,2025-01-31,,
angottireilly.com,com,breached,"www.angotti-reilly.com 2200 Jerrold Ave Ste E, San Francisco 3.66 GB Description Angotti & Reilly, Inc brings a service-first approach, competitive pricing, and over 35 years of successful experience in building and engineering to every project we undertake. We offer a variety of construction, construction management and development services on projects up to $25 million in budget.",United States,United States,2025-10-21T10:02:47.149026,Angotti & Reilly,2025-01-31,,
landandlakes.com,com,breached,"www.land-and-lakes.com 123 N Northwest Hwy Fl 2, Park Ridge 366.95 MB Description Land and Lakes Company has been providing excavation services since our inception in 1966. During the past 41 years, we have moved hundreds of millions of cubic yards of earth while completing both construction projects and environmental projects.",United States,United States,2025-10-21T10:02:47.725397,Land and Lakes,2025-01-31,,
benassiimmobiliaresasdibenassirobertoec.com,com,breached,"www.studiomontanini.com Via Prampolini, 58, 42023 Cadelbosco di Sopra RE, Italia 145.75 GB Description 68.20.01 - Locazione immobiliare di beni propri o in leasing (affitto)",Italy,Italy,2025-10-21T10:02:48.325854,BENASSI IMMOBILIARE SAS DI BENASSI ROBERTO E C.,2025-01-29,,
mappingsolutions.com,com,breached,"www.mappingsolutions.com Michigan, United States, 124 Merriweather Rd, Suite 200 Grosse Pointe Farms, MI 48236 99.09 GB Description We pride ourselves on being the GIS (geographic information systems) software solutions experts that our clients turn to again and again. From retailing, to health care, telecommunications, manufacturing, and public administration, our clients know that a friendly, knowledgeable Mapping Solutions staff member will always be available to help solve a business challenge.",United States,United States,2025-10-21T10:02:48.960454,Mapping Solutions,2025-01-27,,
aquasys.com,com,breached,"www.aquasys.cz CZ, Jamská 2488/65, 591 01 Žďár nad Sázavou Česká republika 97.1 GB Description Construction company specializing in the implementation of water, environmental, transport and engineering network construction.",Česká republika,Česká republika,2025-10-21T10:02:49.765178,Aquasys,2025-01-27,,
sawleylockocallaghan.com,com,breached,"sawleylock.com.au 176 Prospect Rd, Prospect, South Australia 22.22 GB Description Sawley Lock O'Callaghan is an experienced South Australian company dedicated to providing our clients with the highest calibre of service from a broad base of skills and expertise in land surveying and spatial information. We combine high-quality customer service and the use of modern surveying technology to provide services across a wide range of applications - including",Australia,Australia,2025-10-21T10:02:50.366820,Sawley Lock O'Callaghan,2025-01-25,,
jannygaard.com,com,breached,"www.jan-nygaard.dk 1-7 Os Ejby Erhvervsvej, Glostrup, Denmark 86.88 GB Description Jan Nygaard As is a company that operates in the Industrial Machinery & Equipment industry. It employs 100to249 people and has 10Mto25M of revenue. The company is headquartered in Glostrup, Capital Region, Denmark.",Denmark,Denmark,2025-10-21T10:02:50.999654,Jan Nygaard,2025-01-25,,
ptpinsindonesia.com,com,breached,"pins.co.id The Telkom Hub, Tower II lt.42 Jl. Jendral Gatot Subroto Kav. 52, Jakarta Selatan 12710, Indonesia 362.14 GB Description PT PINS Indonesia adalah anak usaha Telkom Indonesia yang bergerak di bidang IoT. Untuk mendukung kegiatan bisnisnya, perusahaan ini memiliki delapan kantor area, yakni di Medan, Jakarta, Bandung, Semarang, Surabaya, Denpasar, Makassar, dan Balikpapan.",Indonesia,Indonesia,2025-10-21T10:02:51.663538,PT PINS Indonesia,2025-01-13,,
cogitis.com,com,breached,"www.cogitis.fr 153 Av. du Professeur Jean Louis Viala Cs 74307, 34090 Montpellier, France 81.49 GB Description COGITIS, syndicat mixte pour le traitement de l'information et les nouvelles technologies : les competences d’une SSII et d’un cabinet conseil au service des collectivites publiques.",France,France,2025-10-21T10:02:52.270339,Cogitis,2025-01-13,,
ikavglobalenergy.com,com,breached,"www.ikav.com 9 Pl De Clairefontaine, Luxembourg 176.85 GB Description IKAV is an international asset management group that provides institutional investors with investment solutions spanning a broad range of infrastructure energy assets, including solar, concentrated solar power, wind, energy efficiency, geothermal, thermal power plants and upstream.",Luxembourg,Luxembourg,2025-10-21T10:02:52.878792,Ikav Global Energy,2024-12-29,,
ashevilleeyeassociates.com,com,breached,"www.ashevilleeye.com 1196 Skyland Dr, Sylva, North Carolina 539.46 GB Description Asheville Eye Associates is headquartered in Asheville, North Carolina. The offers services such as, cataract surgery, glaucoma and diabetic vision care, lasik and PRK surgery, full service optical services. The company was founded in 1986.",United States,United States,2025-10-21T10:02:53.506862,Asheville Eye Associates,2024-12-29,,
Niemi LaPorte & Dowle Appraisals,canada,READ_,Welcome to the real Vancouver.,Canada,Canada,2025-10-21T10:11:58.825644,,Apr-25-2025 19:44,WikileaksV2,Canada
Renmark Financial Communications Inc.,canada,READ_,A little piece of truth in a dirty and hidden business.,Canada,Canada,2025-10-21T10:11:59.167684,,Apr-25-2025 19:35,WikileaksV2,Canada
Bulverde Glass,tx usa,READ_,A catastrophic failure to respect personal data,USA,USA,2025-10-21T10:11:59.552382,,Apr-25-2025 19:10,WikileaksV2,TX USA
F.TECH R&D NORTH AMERICA INC,japan,READ_,The black sheep of a global corporation,Japan,Japan,2025-10-21T10:11:59.897949,,Apr-25-2025 19:05,WikileaksV2,JAPAN
City of West Haven,ct usa,READ_,New details on the million-dollar theft,USA,USA,2025-10-21T10:12:00.264894,,Apr-25-2025 18:57,WikileaksV2,CT USA
Erie Management Group,pa usa,READ_,Narco-Empire and Family Tragedy: How to Destroy the Legacy of Your Ancestors,USA,USA,2025-10-21T10:12:00.600627,,Apr-25-2025 18:37,WikileaksV2,PA USA
TJKM,ca usa,READ_,Traffic jam planning,USA,USA,2025-10-21T10:12:00.973170,,Apr-25-2025 18:24,WikileaksV2,CA USA
SMA Inc.,ca usa,READ_,Successful relic of the Cold War,USA,USA,2025-10-21T10:12:01.346121,,Apr-25-2025 18:10,WikileaksV2,CA USA
MLTMUA,nj usa,READ_,The Hidden Dangers Beneath New Jersey’s Surface,USA,USA,2025-10-21T10:12:01.735756,,Apr-25-2025 18:00,WikileaksV2,NJ USA
Welker Engineered Products,mi usa,READ_,A Small Supplier to Giants.,USA,USA,2025-10-21T10:12:02.143320,,Apr-25-2025 17:42,WikileaksV2,MI USA
Valu-Trac Investment Management,uk,READ_,A Million Business in the Boonies,UK,UK,2025-10-21T10:12:02.471720,,Apr-25-2025 17:35,WikileaksV2,UK
United Animal Health,in usa,READ_,We will control these pigs!,USA,USA,2025-10-21T10:12:02.903426,,Apr-15-2025 13:40,WikileaksV2,IN USA
Town of Whitestown,ny usa,READ_,How the Left is Erasing the Nation’s History and Culture,USA,USA,2025-10-21T10:12:03.178316,,Apr-14-2025 19:48,WikileaksV2,NY USA
Super Vacuum Manufacturing,co usa,READ_,No Longer the World’s Leading Ventilation Equipment Manufacturer,USA,USA,2025-10-21T10:12:03.551123,,Apr-14-2025 17:09,WikileaksV2,CO USA
Ministry of Foreign Affairs of Ukraine,unknown,READ_,Global leak in MFA takes a blow to the country's reputation,Ukraine,Ukraine,2025-10-21T10:12:03.965136,,Mar-07-2025 12:33,WikileaksV2,unknown
The Law Offices of Jed Silverman,tx usa,READ_,The dirty secrets of a sheriff,USA,USA,2025-10-21T10:12:04.301773,,Mar-06-2025 11:59,WikileaksV2,TX USA
"Spectrum Solutions, Inc",al usa,READ_,The shame and disgrace of cybersecurity,USA,USA,2025-10-21T10:12:04.587420,,Mar-04-2025 11:20,WikileaksV2,AL USA
Robson Planning Group,ga usa,READ_,Definitely no the “right” answer to the financial challenges,USA,USA,2025-10-21T10:12:04.942350,,Mar-02-2025 19:43,WikileaksV2,GA USA
Pleasants Construction,md usa,READ_,Unfixable pothole,USA,USA,2025-10-21T10:12:05.290062,,Mar-02-2025 16:33,WikileaksV2,MD USA
Company Groupe PPA-Mahe,fr,READ_,The Naked Truth of the Fashion Industry,France,France,2025-10-21T10:12:05.619403,,Feb-28-2025 15:59,WikileaksV2,FR
LaMear & Rapert,mo usa,READ_,Critical Tax Error,USA,USA,2025-10-21T10:12:05.967271,,Feb-28-2025 13:22,WikileaksV2,MO USA
Keller Williams Group,usa,READ_,We Buy and Rent People,USA,USA,2025-10-21T10:12:06.313135,,Feb-21-2025 16:17,WikileaksV2,USA
IDN Global,usa,READ_,They DO NOT make security simple,USA,USA,2025-10-21T10:12:06.662499,,Feb-21-2025 14:23,WikileaksV2,USA
HEXPOL COMPOUNDING AMERICAS,usa,READ_,A Growing Threat to Global Operations,USA,USA,2025-10-21T10:12:06.997557,,Feb-20-2025 12:24,WikileaksV2,USA
Fleet Landing,fl usa,READ_,Hate and violence in a nursing home.,USA,USA,2025-10-21T10:12:07.279637,,Feb-12-2025 12:47,WikileaksV2,FL USA
Favbet Group,ua uk,READ_,Unethical Business During War,unknown,UA UK,2025-10-21T10:12:07.754742,,Feb-10-2025 13:05,WikileaksV2,UA UK
Naughty America,usa,READ_,The biggest leak in the porn industry.,USA,USA,2025-10-21T10:12:08.103323,,Feb-04-2025 14:19,WikileaksV2,USA
AKRAN Intellectual Property,it,READ_,Accomplices of consumer terrorists,unknown,IT,2025-10-21T10:12:08.402091,,Feb-03-2025 14:55,WikileaksV2,IT
Parish Attorney's Office of East Baton Rouge Parish,la usa,READ_,Real the True detective,USA,USA,2025-10-21T10:12:08.756719,,Jan-31-2025 19:24,WikileaksV2,LA USA
DieTech North America,usa,READ_,A Bad Deal for GM and Tesla,USA,USA,2025-10-21T10:12:09.101380,,Jan-31-2025 00:02,WikileaksV2,USA
Compliance Solutions Inc,fl usa,READ_,Nothing is Certain Except Leaks and Taxes,USA,USA,2025-10-21T10:12:09.406075,,Jan-26-2025 11:50,WikileaksV2,FL USA
Colonial Behavioral Health,unknown,READ_,A Wake-Up Call for the U.S. Healthcare System,unknown,unknown,2025-10-21T10:12:10.360909,,Jan-24-2025 11:32,WikileaksV2,unknown
Câmara de Chaves,portugal,READ_,Data Leak Could Sink Local Administration,Portugal,Portugal,2025-10-21T10:12:10.686364,,Jan-22-2025 20:44,WikileaksV2,Portugal
Browne McGregor Architects,tx usa,READ_,Dead Duck in Architecture,USA,USA,2025-10-21T10:12:10.972895,,Jan-20-2025 17:54,WikileaksV2,TX USA
Billaud-Segeba,fr,READ_,We’ll Have to Say Goodbye to french Croissants and Cheese?,France,France,2025-10-21T10:12:11.292973,,Jan-18-2025 16:42,WikileaksV2,FR
Bertelkamp Automation,tn usa,READ_,Open Doors to the U.S. Industrial Sector,USA,USA,2025-10-21T10:12:11.641986,,Jan-15-2025 12:06,WikileaksV2,TN USA
Axiom Constructors,unknown,READ_,A Sensational Collapse,unknown,unknown,2025-10-21T10:12:11.992021,,Jan-14-2025 11:22,WikileaksV2,unknown
Arch Street Capital Advisors,unknown,READ_,A Red Flag for Investors,unknown,unknown,2025-10-21T10:12:12.901724,,Jan-11-2025 11:10,WikileaksV2,unknown
Prinsotel,es,READ_,"No security, no privacy",Spain,Spain,2025-10-21T10:12:13.272704,,Dec-08-2024 12:43,WikileaksV2,ES
