domain,tld,status,description,ollama_country,final_country,processed_at
qintess.com,com,published,"Learn more about Qintess. We are focused on business transformation. We innovate. We think outside the box. We simplify technology and offer its best to our customers. Learn more about Qintess. PT | EN | ES +55 11 2899-6000 contact@qintess.com Área d... 37464 newsupri.com.br published A Newsupri é uma empresa especialista em prover soluções inovadoras em infraestrutura de TI. São 35 anos de inovação e experiência, atendendo a Região Nordeste através de um time com mais de 30 profissionais altamente qualificados. Nossos parceiros p... 36699 senacrs.com.br published O Senac-RS oferece cursos livres, técnicos, de graduação, pós-graduação, extensões, idiomas e ensino médio em 18 áreas do conhecimento. Veja depoimentos, descontos, parcerias, eventos, notícias e artigos sobre o Senac-RS. 35277",Brazil,Brazil,2025-10-20T15:45:17.061089
aev-iledefrance.fr,fr,published,Agence des espaces verts d'Ile de France - Île-de-France Nature 35031,France,France,2025-10-20T15:45:17.637808
piramal.com,com,published,"Piramal Group is a leading Global Business Conglomerate with diverse interests in Pharma, Financial Services, Real Estate, and Glass Packaging; nurturing social initiatives through Piramal Foundation 34678",India,India,2025-10-20T15:45:18.216793
remagroup.com,com,published,"Company. REMA Group, with locations in Germany, China and the USA, is one of the international technological leaders in the field of high-current contact systems. We develop and produce connector systems for charging electric vehicles, high-current c... 34551",Germany,Germany,2025-10-20T15:45:18.726533
grand-indonesia.com,com,published,"Grand Indonesia is an integrated multipurpose complex at Thamrin Road in Central Jakarta, Indonesia. The 640,000 m² complex consists of a huge shopping mall, office tower Menara BCA, high end serviced residential tower Kempinski Residences and the fi... 35318",Indonesia,Indonesia,2025-10-20T15:45:19.289540
carespring.com,com,published,"At Carespring, we are committed to providing top-quality health care management services to our patients. Whether you need skilled nursing, independent living, assisted living, memory care facilities, or rehabilitative services, we have the expertise... 34373",United States,United States,2025-10-20T15:45:19.842841
usherbrooke.ca,ca,published,"L'Université de Sherbrooke offre plus de 400 programmes. Elle se distingue par des méthodes d'apprentissage pratiques, des thèmes porteurs propulsant ses unités de recherche, une stratégie forte d'innovation, de partenariat et d'entrepreneuriat, des... 34835",Canada,Canada,2025-10-20T15:45:20.459501
signiflow.com,com,published,"Signiflow is a digital signature & approval workflow system that neatly slots into any enterprise ecosystem, to deliver critical last-mile workflow efficiency. SigniFlow Advanced eSignature Document Workflow Software ensures total compliance with glo... 34177",unknown,United States,2025-10-20T15:45:21.122028
syntax-architektur.at,at,published,Die Definition der Syntax (der Muster und Regeln) der projektspezifischen Rahmenbedingungen sehen wir als grundlegendes Ziel unserer Arbeit. Diese Definition führt zu optimalen formalen und strukturell organisierten Beziehungsprinzipien. Die Qualität... 34331,Austria,Austria,2025-10-20T15:45:21.696597
qstartlabs.com,com,published,"Software. Development. For. Startups. Begin your startup journey with QStart Labs—your dedicated tech team for web, mobile, and AI application development. Better than that we also blend cutting-edge technology with strategic insight, propelling your... 34395",unknown,United States,2025-10-20T15:45:22.444922
netspectrum.ca,ca,published,"Netspectrum offers Fibre, Cable, Wireless and DSL Internet services to communities in Northern Ontario. Learn about their packages, blog posts and customer service on their website. 34538 cdev.gc.ca published Budget 2024 announced the launch of the Indigenous Loan Guarantee Program to unlock access to capital for Indigenous communities and help remove historical barriers to Indigenous equity investment in natural resources and energy projects. 34381",Canada,Canada,2025-10-20T15:45:23.141698
isee.biz,biz,published,"The IGEPv2 board is a low-power, fanless single-board computer based on the OMAP 3 series of ARM-compatible processors. It is developed and produced by Spanish corporation ISEE and is the second IGEP platform in the series. The IGEPv2 is open hardwar... 33987",Spain,Spain,2025-10-20T15:45:23.749551
epr-groupe.fr,fr,published,"Le Groupe EPR, acteur majeur de la sécurité depuis 1994, se compose de diverses sociétés toutes spécialisées dans le domaine de la gestion du risque à destination de tous types de clients, et s'appuie sur plusieurs partenariats privilégiés pour offri... 34399",France,France,2025-10-20T15:45:24.501121
directradiology.com,com,published,"Founded in January 2012, Direct Radiology is a physician-owned and operated teleradiology practice comprising more than 115 radiologists working in close partnership with 390+ facilities across the country. 33574",United States,United States,2025-10-20T15:45:25.139984
cpashin.com,com,published,"David Shin & Co., CPA. For your valuable life. Menu. Home; Contact Us; Blog; 블로그; NPO Talk; App Download 33840",United States,United States,2025-10-20T15:45:25.620299
bpce.com,com,published,"We've engineered everything from African, Antarctic, and Australian penguin habitats to sustainable and resilient public safety buildings. When you choose to work with Bridgers & Paxton, you can be confident that we will steward your project from sta... 33797",United States,United States,2025-10-20T15:45:26.399012
aw-lawyers.com,com,published,"Amsellem-Weitz Law Firm :: Home. 1 2 3. Amsellem&Weitz offers its clients legal advice services as well as support in their real estate transactions and negotiations, representation during their civil, and commercial operations and defense of their r... 33596",United States,United States,2025-10-20T15:45:27.167924
arcus.pl,pl,published,"1. Zapoznałem się z polityką prywatności.. 2. Wyrażam zgodę na przekazywanie informacji handlowych od Arcus S.A., z siedzibą przy ul. Kolejowej 5/7, 01-217 Warszawa, KRS 0000271167, NIP 526-03-08-803 oraz Spółek wchodzących w skład grupy kapitałowej... 33762 yucatan.gob.mx published Conoce las noticias, programas, servicios y atractivos turísticos de Yucatán. Accede a la cuenta pública, el diario oficial, los pagos en línea y más información del gobierno estatal. 33991",Poland,Poland,2025-10-20T15:45:28.012213
hebeler.com,com,published,"Our talented team of electricians offers superior design, installation, and service for technology systems and their vital infrastructure, within the industrial, manufacturing, commercial, and institutional markets. 33350",unknown,United States,2025-10-20T15:45:29.012628
getcloudapp.com,com,published,CloudApp is a cross-platform screen capture and screen recording desktop client that supports online storage and sharing. CloudApp full and partial screen recordings export to.mp4 format. Full or partial screen image captures export to either JPG or... 33794,unknown,United States,2025-10-20T15:45:29.606065
parat-techology.com,com,published,"Working at PARAT should be a pleasure and give meaning to one's work life. We recognize that plastic technology is currently facing significant challenges, while at the same time, it can constitute the answer to the current sustainability issues. Tha... 33327",unknown,United States,2025-10-20T15:45:30.193573
chuzefitness.com,com,published,"We aim to keep our perspective and our sense of humor at all times. After all, this isn't brain surgery. Check out Chuze on Facebook & Instagram. Chuze Fitness is a local gym featuring low prices and state of the art facilities & equipment. We welcom... 33221",United States,United States,2025-10-20T15:45:30.799218
geotechenv.com,com,published,Our global presence ensures that we stay ahead of the curve in this ever-evolving field. You can stay up-to-date on where we are by connecting with us online or subscribing to our mailing list. Geotech History. Contact Sales. Upcoming Dates. Contact... 33248,unknown,United States,2025-10-20T15:45:32.249326
foxsemicon.com,com,published,"Fiti is one of the few vertically integrated semiconductor equipment manufacturers in the semiconductor industry, based on its precision machining and component manufacturing capabilities adopting advanced assembly, electrical & mechanical integratio... 33680",United States,United States,2025-10-20T15:45:33.764856
alfiras.com,com,published,"Al Firas General Contracting | 8,706 followers on LinkedIn. Neat Builder for a Neat Society | Established in 1988, Al Firas is a leading contracting company based in Abu Dhabi. 33300",United Arab Emirates,United Arab Emirates,2025-10-20T15:45:34.509439
irc.be,be,published,Hardware Services. IRC kan u een breed scala aan diensten bieden door onze hoge mate van ervaring en expertise op verschillende vlakken. Wij bieden een complete en kwalitatief hoogwaardige dienstverlening aan binnen een vertrouwelijke omgeving waar w... 33765,Belgium,Belgium,2025-10-20T15:45:35.256980
htcinc.com,com,published,Talk To Our Experts. Full Name*. Company*. Work Email ID*. Phone No*. How can we help you? All fields marked with * are mandatory. HTC Global Services provides IT and Business Process Services and Solutions that help businesses make digital change ha... 33459,United States,United States,2025-10-20T15:45:35.815750
svenskakyrkan.se,se,published,"Svenska kyrkan erbjuder gudstjänster, dop, vigsel, begravning, stöd och vägledning i kristen tro. Här kan du också läsa om Svenska kyrkans arbete för fred, rättvisa och hjälp i Sverige och världen. 32368 smbw.com.au published Scientific has an unrivalled commitment to quality customer service and impeccable prestige smash repair. It's this high standard that has seen this family business thrive since our humble beginnings in Sydney in 1969. The Scientific team is made up... 31375",Sweden,Sweden,2025-10-20T15:45:36.528705
denave.com,com,published,"Denave is a full-fledged B2B Telesales service provider enabling businesses to focus on higher- level tasks and achieving revenue results at affordable cost. Apart from the revenue achievements, Denave has provided us with insights on opportunity pro... 31505",unknown,United States,2025-10-20T15:45:37.150853
tdt.aero,aero,published,"Anasayfa - TD Team. World Class Aircraft Maintenance. TD Team aircraft line maintenance company was established in 2007. TD Team, successfully taking its place among the 100 fastest growing companies in Turkey, has the authorizations of SHT-145, OTAR... 31714",Turkey,Turkey,2025-10-20T15:45:37.708358
kras.hr,hr,published,"Dani komunikacija 2024: Kraš je drugu godinu zaredom Oglašivač godine! 15. 04. 2024. Kraš se iz Rovinja vraća sa čak tri zlata i dva srebra - Frondi, Bajadera i Ki-Ki potvrdili su izvrsnost domaćeg konditorskog proizvođača. Više. 31431",Croatia,Croatia,2025-10-20T15:45:39.301767
eviivo.com,com,published,eviivo Login - The Original All-in-One Booking Suite Hello again! Sign in to your eviivo suite account to view you booking calendar. 31229,United Kingdom,United Kingdom,2025-10-20T15:45:39.910884
sunray.com,com,published,"Manage your lien and bond claim rights with confidence and avoid costly mistakes! Create free account. No credit card needed. SunRay is the most trusted construction documentation service! File your Mechanic's Lien, Bond Claim, Notice to Owner, Preli... 31670",United States,United States,2025-10-20T15:45:40.589170
sunnydesigns.com,com,published,"Sunny Designs Home offers a wide range of furniture and accessories for the dining, bar, game, entertainment, occasional, home office, bedroom and accent areas of the home. Browse their products by category, find a dealer near you, or contact them fo... 31468",unknown,United States,2025-10-20T15:45:41.233790
ptow.com,com,published,"OB GYN Clinic in Roanoke VA | Physicians to Women | Obstetrics ... Physicians to Women, a division of MAWC, has specialized in obstetric and gynecologic care in Roanoke, Virginia since 1940. We serve patients in the Roanoke Valley, Salem, Vinton, Bo... 31272",United States,United States,2025-10-20T15:45:41.755784
peachtree-medical.com,com,published,"Peachtree Medical - Providing the ""Best Affordable Care"" Send an email to peachtree.medical.clinic@gmail.com or leave a message at 832 327 7700. We open at 7 am and our team will treat your request the quickest possible. You can also leave a message... 32170",United States,United States,2025-10-20T15:45:42.386524
atlanticeye.net,net,published,"Atlantic Eye Center - LASIK, Cataract Surgery in New Jersey (NJ) 207 Stone Harbor Blvd Cape May Court House, NJ 08210 (Get Directions) call: 609-465-1616 Optical: 609-465-0850 31060 central.k12.or.us published Monmouth Elementary School is a company that operates in the Education industry. It employs 51-100 people and has $10M-$25M of revenue. The company is headquartered in Monmouth, Oregon. 31222",United States,United States,2025-10-20T15:45:43.116676
sbsofbak.com,com,published,"About SBS of Bakersfield, Inc. SBS of Bakersfield specializes in document-based technology solutions. SBS of Bakersfield helps companies improve document workflow, compliance, and copier/printer budgeting needs through creative solutions. SBS of B... 36027",United States,United States,2025-10-20T15:45:43.694401
ottlite.com,com,published,OttLite was founded in 1989 by Dr. John Nash Ott to bring the power of natural daylight indoors through his one-of-a-kind natural daylight bulb 38714,United States,United States,2025-10-20T15:45:45.282512
ch-cannes.fr,fr,published,"Bus du cœur des femmes publié le 15/03/2024 [BUS DU CŒUR] ️ Les maladies cardio-vasculaires sont encore la première cause de mortalité chez les femmes en France, tuant chaque jour 200 Françaises, soit 75 000 femmes par an, soit l'équivalent de la pop... 35700",France,France,2025-10-20T15:45:45.934842
eurosko.com,com,published,"Eurosko, the largest shoe chain in Scandinavia, aims to provide the best possible shopping experience for its customers, especially children, with inspiring stores, knowledgeable staff and a wide range of products. For several generations, the family... 40877",Sweden,Sweden,2025-10-20T15:45:46.465712
dc.gov,gov,published,"THE DATA WAS SOLD IN PRIVATE. WILL NOT BE PUBLISHED. 1st batch of data: https://mega.nz/folder/lyUHGAoC#g1Qwh-OSXI4hRJq4l0J-Sw A bad negotiator disappeared at the end of the deal, so we are starting to release huge amount of sensitive data.... 51918",United States,United States,2025-10-20T15:45:47.050458
rehab.ie,ie,published,"We don't think that it's a good idea to ignore privacy of your customers. For more than 70 years, the Rehab Group has been working to break down the barriers that prevent people with disabilities from living ordinary lives in their communities. Thro... 52062",Ireland,Ireland,2025-10-20T15:45:47.662489
craigwire.com,com,published,"Craig Wire Products Craig Wire Products was founded on December 7, 2007. The company was founded with the express purpose of providing the electrical industry with a reliable and consistent source of emergency and short run magnet wire. Craig W... 42023",United States,United States,2025-10-20T15:45:48.228091
tristatetruckandequip.com,com,published,"Very private data was stolen. Tri-State Truck & Equipment Tri-State Truck and Equipment, Inc. has aligned itself with a small but premium group of manufacturers in order to better serve its customer base with quality products, competitive servi... 40948",United States,United States,2025-10-20T15:45:48.708434
oraclecms.com,com,published,"OracleCMS’s services encompass call centres in Adelaide, Perth, Brisbane, Melbourne, and Sydney. Regardless of where your business operates in Australia, our contact centre solutions are designed to keep you connected efficiently. Our growth as a lea... 47378 jeyesfluid.co.uk published Jeyes Fluid is a brand of disinfectant fluid for external use only. It is predominantly used for removing bacteria, while gardeners have found it effective at cleaning paths, patios, greenhouses, driveways, and drains - particularly of moss. With cau... 42553",Australia,Australia,2025-10-20T15:45:49.392047
tmt-mc.jp,jp,published,TMT Machinery the group of companies www.tmt-mc.jp www.cfc-design.co.jp http://www.kamitsu.co.jp/ was hacked and we stole a lot of drawings and data 300 gigabytes of confidential data customer data. Industrial Machinery & Equipment · Japan TMT MA... 64856,Japan,Japan,2025-10-20T15:45:50.091074
ndpaper.com,com,published,"Established in 1995 with headquarters in Dongguan City, Guangdong Province, Nine Dragons Paper (Holdings) Limited was listed on the Hong Kong Stock Popular Searches Nine Dragons Paper (Holdings) Ltd ND Paper ND Paper LLC ND Paper Inc Nine Drago... 46415",China,China,2025-10-20T15:45:50.658853
countryvillahealth.com,com,published,"https://mega.nz/folder/Nmc3ULQa#qAl9nX0jzgnd1ixbGNggcA Country Villa Service Corp., which does business as Country Villa Health Service, owns and operates about 50 skilled nursing and assisted living centers across California, with about half loca... 41499",United States,United States,2025-10-20T15:45:51.294211
wblight.com,com,published,"https://mega.nz/folder/BulV0LLK#z7j6tj0PCcqoe4Xkmd3Cbw With over 110 years under our belt, Wiedenbach Brown is one of the most established names in the lighting business. But we're also one of the most forward-thinking brands in the game. Our inno... 46784",unknown,United States,2025-10-20T15:45:52.270435
dkpvlaw.com,com,published,"https://mega.nz/folder/t6FEhaTS#WtcbM08aDEU8k_HwdgkPSw Deeley King Pang & Van Etten, LLP was founded in 1985 by William Deeley and Dennis W. King on two key principles. The attorneys and staff at Deeley King Pang & Van Etten, LLP are committed... 46337",United States,United States,2025-10-20T15:45:52.863955
crinetics.com,com,published,"Crinetics is here for endocrine disease patients who are eager to find therapies that provide effective disease control and more simplicity in their lives. We have failed to reach an agreement with the Crinetics organization, given their unscrupul... 62975",unknown,United States,2025-10-20T15:45:53.476670
anovahealth.com,com,published,"Anova Health is a company that offers a complete system of innovative health care technologies for the patient-centered integrative practitioner. It provides products, education, coaching and support for functional, biological, regenerative and energ... 42741",United States,United States,2025-10-20T15:45:54.171708
lavelle.com,com,published,"For over 100 years, Lavelle has taken a leading role as a United States rubber and plastics manufacturer. 665 Mchenry St Burlington, Wisconsin 53105, United States Employees: 201 - 500 revenue: $500M Kathryn Turke Vice President, Sales (OEM... 43758",United States,United States,2025-10-20T15:45:54.827243
earnesthealth.com,com,published,Welcome to Ernest Health. Ernest Health is a network of rehabilitation and long-term acute care hospitals. Ernest Health hospitals provide specialized medical and rehabilitative services to patients recovering from disabilities caused by injuries or... 45101,United States,United States,2025-10-20T15:45:55.407989
truehomes.com,com,published,Click the link in our bio to leave us a review⭐️ 📲 Ready to start the journey towards your dream home? Visit www.TrueHomes.com or give us a call at (704)-448-6458 today! 🏠 🎬The Karver at North District #2024Kickoff #TrueHomes #TrueHomesUSA #MoreL... 43625,unknown,United States,2025-10-20T15:45:55.984464
worthenind.com,com,published,"At Worthen Industries, we manufacture specialty adhesives, coatings, coated products, and thermoplastic extrusion for dynamic markets. But we specialize in sustainable innovation—by applying technology, green chemistry, and customer-first approach to... 53933",unknown,United States,2025-10-20T15:45:56.692870
sbmandco.com,com,published,"SBM & Co supplies clients with trusted advice on a wide range of accountancy and tax queries. We also provide support to businesses and individuals in a variety of specialist sectors, including art dealers, charities, manufacturers, retailers and who... 53528",United Kingdom,United Kingdom,2025-10-20T15:45:57.451924
krueth.de,de,published,"Ever since 1969, innovative technologies and the tradesmen’s skills have marked KRÜTH’s path toward modern surfacing of tools. EtchingEngraving, Laser-EtchingEngraving and 3D-LaserEngraving demonstrate the innovative drive and the success of a family... 47128",Germany,Germany,2025-10-20T15:45:57.970199
pcscivilinc.com,com,published,"PCS Civil, Inc. is a leader in Heavy Civil Construction services in Florida. Originally known as Pepper Contracting, PCS was incorporated on December 21, 1993 with the mission to set the bar higher for all roadway, utility, and concrete companies in... 46123",United States,United States,2025-10-20T15:45:58.561435
npgandour.com,com,published,"Nouvelle Parfumerie Gandour is a company that operates in the Internet industry. It employs 101-250 people and has $25M-$50M of revenue. 62109 agribank.com.na published Agricultural Bank of Namibia | 3,380 followers on LinkedIn. Your all Season Bank | Agribank is a State-Owned Enterprise with the mandate to promote the growth and development of agriculture through affordable and innovative financing. Agribank has be... 49699 regencymedia.com.au published Founded in 1991, Five Mile has been a bedrock of relevant, accessible, and affordable content for children and their families in the Australian book industry. Sold by the founder in 2006, the business operated under Bonnier Publishing for over 10 ye... 51051",Australia,Australia,2025-10-20T15:45:59.303001
silganholdings.com,com,published,"Silgan Holdings is a Connecticut-based American manufacturing company that produces consumer goods packaging. The company was founded in 1987 by two former executives of Continental Can, Phil Silver and Greg Horrigan – their names contributing to the... 57353",United States,United States,2025-10-20T15:45:59.876044
northerncasket.com,com,published,"Northern Casket produced it' s first casket on February 2, 1927. Throughout more than 80 years of manufacturing, Northern has worked very hard to produce goods of superior quality of materials, construction and workmanship. 52199",United States,United States,2025-10-20T15:46:00.654463
pathologie-bochum.de,de,published,"Das im Institut für Pathologie bearbeitete Untersuchungsgut (Histologie, Zytologie, Molekularpathologie) wird uns von Ärzten aller Fachrichtungen übersandt. Über das Ergebnis der von uns durchgeführten Untersuchungen ergeht ein schriftlicher Befun... 50927",Germany,Germany,2025-10-20T15:46:01.384480
sunholdings.net,net,published,"RMH Franchise, founded in 2012 and headquartered in Atlanta, Georgia, operates as a franchisee of chain restaurants. The Company offers burgers, chicken, steaks, pasta, seafood, and beverages. We have 1.5tb sensitive data. Call me to tox Katie Hec... 76870",United States,United States,2025-10-20T15:46:01.953485
pronatindustries.com,com,published,Pronat Industries was hacked. All confidential and engineering data was stolen !!! ATTENTION !!! !!! IF YOU COOPERATE WITH PRONAT YOU CAN BE HACKED AT ANY MINUTE DUE TO A LARGE NUMBER OF CRITICAL VULNERABILITIES IN THEIR NETWORK !!! Pronat Ind... 57558,unknown,United States,2025-10-20T15:46:02.652811
automotionshade.com,com,published,"Competitive advantage: Innovation helps OEMs stand out in a growing shade & sun protection industry that is expected to reach USD 9.10 billion by 2030, with a CAGR of 5.06%. 50045",unknown,United States,2025-10-20T15:46:03.341039
bergmeister.eu,eu,published,info@bergmeister.eu. Bergmeister GmbH Eisackstraße 1 · Via Isarco 1 ... +39 0472 979 000 02738860218. Bergmeister Ingenieure GmbH Aschauer Straße 32 81549 Munich Germany +49 89 780 720 72 DE 293308061. 50437,Germany,Germany,2025-10-20T15:46:03.979855
colefabrics.com,com,published,shanghai@colefabrics.com; Global Ribbons Italia. Bastioni di Porta Nuova 21; Milano; 20121; info@global-ribbons.com; www.global-ribbons.com +39 0289041200; Cole Fabrics Plc • Registered in England and Wales Number 2150561 • VAT Number GB520630001. Te... 50548,United Kingdom,United Kingdom,2025-10-20T15:46:04.749094
duttonbrock.com,com,published,Our work crosses the spectrum of insurance litigation. We have been widely recognized for our excellence. Lexpert lists Dutton Brock as the most frequently recommended commercial insurance litigation firm in Canada. 50170,Canada,Canada,2025-10-20T15:46:05.224743
hdstrading.com,com,published,"Established in 2002 HDS Trading Corp is a notable vendor in today's houseware products market. Established on the experience of over 30 years in the retail market, HDS is geared to our buyer's needs in diverse items ranging from kitchen to bath to st... 49437 newmans-online.co.uk published Wayne Goddard FCCA ACA CTA. Tel: 01379 640640. email: wayne@newmans-online.co.uk. Wayne is also based in the Diss office and was appointed as director in 2012. Wayne joined the firm in 2009 after spending ten years training with a national mid-tier f... 49801",United States,United States,2025-10-20T15:46:05.942023
rrib.com,com,published,Discover our Programs: Working Together - Safe and Secure. Welcome to the web site of R. Robertson Insurance Brokers Ltd. R.R.I.B. is pleased to provide you with an overview of the products and services that we have to offer. 49252,United Kingdom,United Kingdom,2025-10-20T15:46:07.454588
triella.com,com,published,TRIELLA is an award winning IT Cloud Managed Services Provider (MSP) that services mid-market businesses. For 20 years we have been the trusted IT Success Partner to our clients. Book a free IT Consultation and discover the TRIELLA difference. 49166,unknown,United States,2025-10-20T15:46:08.867319
certifiedcollection.com,com,published,"Certified Solutions is a privately held, certified Minority Women Business Enterprise (MWBE) established in New Jersey in 1969. Certified Solutions specializes in accounts receivable management and debt recovery services. Our firm functions as an ext... 49361",United States,United States,2025-10-20T15:46:09.442075
elezabypharmacy.com,com,published,Contact Us. Vision & Mission Goals CEO Message Insurance Partners Sister Companies. Ask a Pharmacist Special Orders. Promotional Calendar Coupons & Gift Vouchers Deals of the Week. Contact Information Feedback & Complaints Careers Return Policy. El E... 49852,unknown,United States,2025-10-20T15:46:10.110154
nationaldentex.com,com,published,"Data part #3 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can... 53924",unknown,United States,2025-10-20T15:46:10.769916
dhanisisd.net,net,published,"D'Hanis Independent School District is a public school district in Texas. You can contact the main system administrator on the contacts below, waiting for an answer can take some time from 1 minute to several days depending on the workload. Conta... 54654",United States,United States,2025-10-20T15:46:11.325121
journeyfreight.com,com,published,With over 25 years of experience we have expanded into a globally positioned third party logistics company with a multitude of offices and agents across the globe to assist with your transport needs. Journey Freight™’s driving force is personalized... 56204,United States,United States,2025-10-20T15:46:12.029460
nationaldentex.com,com,published,"Data part #2 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can... 52966",United States,United States,2025-10-20T15:46:13.482234
geruestbau.com,com,published,"We have more than 1TB of company data. These are projects, clients, developments, finances, etc. https://www.teupe.de https://www.gesta.de The Teupe Group is an innovative, medium-sized group of companies with locations in Germany, Austria and Swi... 51476",Germany,Germany,2025-10-20T15:46:14.068734
nicklaus.com,com,published,"Jack William Nicklaus, nicknamed ""the Golden Bear"", is a retired American professional golfer and golf course designer. He is widely considered to be either the greatest or one of the greatest golfers of all time. He won 117 professional tournaments... 51304 derrama.org.pe published Pídelo Aquí Maestro, accede a todos los servicios que tenemos para ti Derrama Magisterial es una institución de seguridad social privada, perteneciente a los maestros que trabajan en las instituciones educativas del Estado. 51354",United States,United States,2025-10-20T15:46:15.636163
apeagers.au,au,published,"Eagers Automotive is an automotive retail group in Australia and New Zealand. Starting as A P Eagers Automotive Limited, it has a history of more than 100 years. The company name changed to Eagers Automotive Limited from A.P. Eagers Limited in 2020 f... 51438",Australia,Australia,2025-10-20T15:46:16.218255
magierp.com,com,published,MAGI develops and supports high quality ERP business solutions for small to mid-sized manufacturers. MAGI has been developing software solutions since 1985 and has installations worldwide. WinMAGI blends solid accounting and manufacturing practice... 58218,Germany,Germany,2025-10-20T15:46:17.690315
smuldes.com,com,published,"A SUSTAINABLE WORLD. Smulders is a multidisciplinary and international construction company with an established reputation in the engineering, production, supply and assembly of heavy, technically complex and architectural steel structures. We are al... 58316",unknown,United States,2025-10-20T15:46:18.415447
ccdrc.pt,pt,published,"The Centro Region or Central Portugal is one of the statistical regions of Portugal. The cities with major administrative status inside this region are Coimbra, Aveiro, Viseu, Caldas da Rainha, Leiria, Castelo Branco, Covilhã, Torres Vedras and Guard... 57347",Portugal,Portugal,2025-10-20T15:46:19.016021
silganhodlings.com,com,published,"About Us Building Franchise, Creating Value Silgan is a leading global sustainable packaging provider for consumer goods products to many of the world's best known consumer products companies. You can contact the main system administrator on the c... 65978",unknown,United States,2025-10-20T15:46:19.661452
prattindustries.com,com,published,"Pratt Industries is a leading manufacturer of corrugated boxes and displays, as well as clean energy solutions and paper products. Learn more about their products, services, and sustainability efforts on their website. You can contact the main sys... 64667",United States,United States,2025-10-20T15:46:20.219047
crbgroup.com,com,published,"A revolutionary integrated project delivery method that leverages the combined expertise and technical excellence of ONE project team to deliver your facility in a safe, lean and collaborative way. Engineering Architecture Construction Consulting The... 66063",unknown,United States,2025-10-20T15:46:20.908347
unitednotions.com,com,published,No description available,unknown,United States,2025-10-20T15:46:22.269726
unitednotions.com,com,"Updated: 02 Mar, 2024,   19:02 UTC",56238,unknown,United States,2025-10-20T15:46:22.812571
thewalkerschool.org,org,published,"The Walker School, formerly known as the Joseph T. Walker School, is a private school in Marietta, Georgia, United States, on Cobb Parkway in what was originally Sprayberry High School. It was founded in 1957 as the St. James Day School at St. James... 57113",United States,United States,2025-10-20T15:46:23.375212
schuett-grundei.de,de,published,"SANITÄTSHAUS. In unseren Sanitätshäusern führen wir frei verkäufliche, sowie individuell angepasste Hilfsmittel rund um Ihre Gesundheit. Unser qualifiziertes Personal steht Ihn gern mit Rat & Tat zur Seite. 56081",Germany,Germany,2025-10-20T15:46:23.860407
roth-werkzeugbau.de,de,published,"Bei roth Werkzeugbau liefern wir unseren Kunden schlüsselfertige Werkzeuglösungen. ... denn in unserem hauseigenen Technikum können wir nicht nur die Abmusterung auf unserem Maschinenpark durchführen, sondern auch Potentiale aus der Inbetriebnahme Ih... 55810",Germany,Germany,2025-10-20T15:46:24.472523
roehr-stolberg.de,de,published,"Walzblei für Dach & Fassade. Röhr + Stolberg ist Deutschlands führender Hersteller von Walzblei und Bleiwolle für Dächer und Fassaden. Die Produkte zeichnen sich durch extreme Langlebigkeit und Witterungsbeständigkeit aus. Ob klassisches Saturnblei,... 55832",Germany,Germany,2025-10-20T15:46:24.999655
starkpower.de,de,published,We are STARK. Strong brands under one roof. Find out more about our brands. STARK is your partner for logistics & professional storage. Learn more. LionTec is your partner for high quality lithium ion batteries . Learn more. Lithionator is your partn... 55945,Germany,Germany,2025-10-20T15:46:25.499960
hotelemc2.com,com,published,"at the INTERSECTION of art & science ""The design of each dish is as arresting as the flavors on the plate."" - Sheridan Road ""The dynamic hotel offers a genuinely inspirational atmosphere"" - Techaeris ""The Albert, the hotel's all-day dining restaurant... 56494",United States,United States,2025-10-20T15:46:26.094259
heinrichseegers.de,de,published,Preis-werte und nachhaltige Textilien für alle Objektbereiche. DE: +49 (0) 5705 - 95822-0. 55120,Germany,Germany,2025-10-20T15:46:26.672047
good-lawyer.com,com,published,"No matter where you are, our international focus allows us to represent you throughout the US or even out of the country. Call us to get started on your case. Contact us today. Over 30 years of experience. Well-known expert legal team. International... 54864",unknown,United States,2025-10-20T15:46:27.302154
pcli.com,com,published,"Home. world-class care. Notice of data event. Learn more. Having performed over 700,000 micro surgeries, Pacific Cataract and Laser Institute is one of North America's most experienced eyecare facilities. 55239",United States,United States,2025-10-20T15:46:28.441597
onyourmark.org,org,published,The mission of On Your Mark is to provide innovative and comprehensive community-based service to people with intellectual and developmental disabilities across their lifespan. We are committed to helping each individual experience the highest qualit... 54446 airalbania.com.al published Help & Contact. +355 4 224 60 00. customer.care@airalbania.com.al. b2b@airalbania.com.al. groups@airalbania.com.al. 24/7 booking and customer services. Customer Service. You're an email away to become our business partner. 54222,Albania,Albania,2025-10-20T15:46:29.159071
aipcenergy.com,com,published,"Providing highly qualified, highly experienced Mud Engineers and Solids Control Specialist to the Oil & Gas Industry. AIP Drilling Fluids Division personnel are committed to maintaining MW, reducing Loss Circulation, preventing Blowouts, increasing R... 54075",unknown,United States,2025-10-20T15:46:30.119160
